sku_id,region,category,mean_forecast,std_error,mae,wmape_combo,n_days,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,primary_warehouse_id,z_score,lead_time_days,safety_stock_units,safety_stock_value_usd,annual_storage_cost_usd
SKU-100000,Central,Electronics,47.367073,5.457900508288574,3.705857958112444,7.614776618807589,21,50.98,190.65,0.55,0.959,WH-C100000,1.7391976652852517,2,13.42,684.15,94.07
SKU-100000,East,Electronics,55.374466,5.338998833589512,4.342560359409878,8.013512079742732,21,50.98,190.65,0.55,0.959,WH-E100000,1.7391976652852517,4,18.57,946.7,130.17
SKU-100000,North,Electronics,55.757168,6.034166580403939,4.8784995306105845,8.594671984637209,21,50.98,190.65,0.55,0.959,WH-N100000,1.7391976652852517,4,20.99,1070.07,147.13
SKU-100000,South,Electronics,46.191326,6.185509581734083,4.438854580833798,9.580261675406696,21,50.98,190.65,0.55,0.959,WH-S100000,1.7391976652852517,6,26.35,1343.32,184.71
SKU-100000,West,Electronics,53.082554,7.383018484840663,6.029169355119977,10.943176866731871,21,50.98,190.65,0.55,0.959,WH-W100000,1.7391976652852517,6,36.17,1843.95,220.46
SKU-100001,Central,Toys,9.648827,1.4745818813230995,1.09628845396496,11.568873074158509,21,14.98,175.66,1.79,0.972,WH-C100000,1.911035647549118,2,3.99,59.77,26.75
SKU-100001,East,Toys,11.676064,1.4180990582203683,1.164963790348598,10.777198013016994,21,14.98,175.66,1.79,0.972,WH-E100000,1.911035647549118,4,5.42,81.19,36.33
SKU-100001,North,Toys,13.15635,1.6283287695766828,1.479416847229004,12.088620105417464,21,14.98,175.66,1.79,0.972,WH-N100000,1.911035647549118,4,6.22,93.18,41.7
SKU-100001,South,Toys,9.567447,2.279057200110919,1.96790075302124,21.63660502464921,21,14.98,175.66,1.79,0.972,WH-S100000,1.911035647549118,6,10.67,159.84,71.53
SKU-100001,West,Toys,11.587381,1.9288974196647088,1.2254945210048132,10.90482408137832,21,14.98,175.66,1.79,0.972,WH-W100000,1.911035647549118,6,10.38,155.49,60.53
SKU-100002,Central,Toys,39.008675,6.211053356919442,5.837339855375744,16.236309510003647,21,22.32,198.29,0.86,0.968,WH-C100000,1.8521798587690466,2,16.27,363.15,78.08
SKU-100002,East,Toys,41.287643,5.415752389499964,4.837389264787946,12.388435906910065,21,22.32,198.29,0.86,0.968,WH-E100000,1.8521798587690466,4,20.06,447.74,96.26
SKU-100002,North,Toys,43.686516,4.946341498427592,4.457541329520089,10.734904565662022,21,22.32,198.29,0.86,0.968,WH-N100000,1.8521798587690466,4,18.32,408.9,87.91
SKU-100002,South,Toys,34.946877,6.225522548543484,4.88047608875093,14.578947043809398,21,22.32,198.29,0.86,0.968,WH-S100000,1.8521798587690466,6,28.24,630.32,135.52
SKU-100002,West,Toys,41.370255,7.251561150690559,5.6204842158726285,13.772481726441118,21,22.32,198.29,0.86,0.968,WH-W100000,1.8521798587690466,6,37.83,844.37,157.88
SKU-100003,Central,Beauty,38.777695,6.532656510571645,5.19108027503604,13.32673418612341,21,61.85,78.7,0.76,0.931,WH-C100000,1.4832801273356213,2,16.44,1016.81,161.0
SKU-100003,East,Beauty,40.30069,4.986398455159016,3.8108028230212985,9.493103106585556,21,61.85,78.7,0.76,0.931,WH-E100000,1.4832801273356213,4,17.75,1097.84,173.8
SKU-100003,North,Beauty,44.851307,4.220127090663713,3.669288090297154,7.952017524945311,21,61.85,78.7,0.76,0.931,WH-N100000,1.4832801273356213,4,15.02,928.99,147.13
SKU-100003,South,Beauty,34.79944,5.339803159775316,4.18097060067313,11.722347462872133,21,61.85,78.7,0.76,0.931,WH-S100000,1.4832801273356213,6,23.28,1439.87,227.98
SKU-100003,West,Beauty,43.818806,6.894118416120324,6.181120282127743,13.272344150507074,21,61.85,78.7,0.76,0.931,WH-W100000,1.4832801273356213,6,34.57,2138.15,294.38
SKU-100004,Central,Electronics,48.76391,5.286477901203539,4.769833519345238,9.36135549650808,21,112.48,134.55,0.33,0.966,WH-C100000,1.825006821146403,2,13.64,1534.23,126.57
SKU-100004,East,Electronics,48.431137,4.640000426147897,4.065216427757626,8.046139953105442,21,112.48,134.55,0.33,0.966,WH-E100000,1.825006821146403,4,16.94,1905.41,157.2
SKU-100004,North,Electronics,58.51358,5.880523754640226,4.650539216541109,7.8886367906685715,21,112.48,134.55,0.33,0.966,WH-N100000,1.825006821146403,4,21.46,2413.82,199.14
SKU-100004,South,Electronics,43.27809,6.833000285642746,6.006661551339286,12.897739514227773,21,112.48,134.55,0.33,0.966,WH-S100000,1.825006821146403,6,30.55,3436.26,283.49
SKU-100004,West,Electronics,58.148994,6.327447261976393,4.885166894821894,8.657257780986258,21,112.48,134.55,0.33,0.966,WH-W100000,1.825006821146403,6,32.53,3658.97,262.52
SKU-100005,Central,Home,27.086254,3.686383583125299,2.762972967965262,9.801086525212778,21,118.88,33.69,0.21,0.975,WH-C100000,1.959963984540054,2,10.22,1214.95,63.79
SKU-100005,East,Home,27.492815,3.5670253409193915,2.8414919716971263,10.305929413226314,21,118.88,33.69,0.21,0.975,WH-E100000,1.959963984540054,4,13.98,1661.94,87.25
SKU-100005,North,Home,32.877056,4.464182532630214,3.7534186045328775,11.423447910283471,21,118.88,33.69,0.21,0.975,WH-N100000,1.959963984540054,4,17.5,2080.4,109.22
SKU-100005,South,Home,24.28932,4.895774768191402,3.857172466459728,15.789594861161472,21,118.88,33.69,0.21,0.975,WH-S100000,1.959963984540054,6,23.5,2793.68,146.67
SKU-100005,West,Home,28.947952,4.6661252606275,4.040942146664574,13.798339014954903,21,118.88,33.69,0.21,0.975,WH-W100000,1.959963984540054,6,25.76,3062.35,139.8
SKU-100006,Central,Electronics,70.89434,9.632866161725076,8.693747384207589,11.77103126696641,21,82.88,157.93,0.66,0.952,WH-C100000,1.6645628612027212,2,22.68,1879.72,310.15
SKU-100006,East,Electronics,71.99884,7.117532192503045,6.17984862554641,8.739179868625104,21,82.88,157.93,0.66,0.952,WH-E100000,1.6645628612027212,4,23.7,1964.26,324.1
SKU-100006,North,Electronics,73.4909,8.679447154058193,7.778619675409226,9.972589321359452,21,82.88,157.93,0.66,0.952,WH-N100000,1.6645628612027212,4,28.89,2394.4,395.08
SKU-100006,South,Electronics,67.37775,10.664066554951257,8.300360361735025,12.459440133798507,21,82.88,157.93,0.66,0.952,WH-S100000,1.6645628612027212,6,43.48,3603.62,594.6
SKU-100006,West,Electronics,72.916214,9.680761028292702,7.751020885649181,10.638656110604328,21,82.88,157.93,0.66,0.952,WH-W100000,1.6645628612027212,6,45.39,3761.92,539.76
SKU-100007,Central,Kitchen,23.701323,4.159475843346999,3.480535234723772,14.137570558573216,21,40.39,32.87,0.64,0.972,WH-C100000,1.911035647549118,2,11.24,453.98,72.64
SKU-100007,East,Kitchen,25.704796,2.5692108334006414,2.130852381388346,8.150801444015894,21,40.39,32.87,0.64,0.972,WH-E100000,1.911035647549118,4,9.82,396.63,63.46
SKU-100007,North,Kitchen,28.783842,4.2911778315066496,3.6675276983351934,13.053912124491514,21,40.39,32.87,0.64,0.972,WH-N100000,1.911035647549118,4,16.4,662.4,105.98
SKU-100007,South,Kitchen,22.647778,4.407949189536815,3.9556017376127697,16.287771828821658,21,40.39,32.87,0.64,0.972,WH-S100000,1.911035647549118,6,20.63,833.25,133.32
SKU-100007,West,Kitchen,26.069052,4.164778661699304,3.684421993437268,13.36318855415384,21,40.39,32.87,0.64,0.972,WH-W100000,1.911035647549118,6,22.42,905.54,126.02
SKU-100008,Central,Electronics,36.373444,4.793694399666608,3.766898382277716,10.422248474783869,21,96.37,130.18,0.12,0.949,WH-C100000,1.635234015388649,2,11.09,1068.74,32.06
SKU-100008,East,Electronics,36.136925,7.003762735166661,5.662110010782878,14.975353913940417,21,96.37,130.18,0.12,0.949,WH-E100000,1.635234015388649,4,22.91,2207.84,66.24
SKU-100008,North,Electronics,41.532715,5.970391126827503,4.58853512718564,10.588927204946062,21,96.37,130.18,0.12,0.949,WH-N100000,1.635234015388649,4,19.53,1882.11,56.46
SKU-100008,South,Electronics,35.776695,4.079003058653156,3.2804920559837702,9.185377744507386,21,96.37,130.18,0.12,0.949,WH-S100000,1.635234015388649,6,16.34,1574.69,47.24
SKU-100008,West,Electronics,42.7553,5.5292851810375,4.290841238839286,9.783677081193076,21,96.37,130.18,0.12,0.949,WH-W100000,1.635234015388649,6,25.47,2454.54,64.04
SKU-100009,Central,Electronics,16.18215,2.050848803989588,1.744606653849284,11.102042309034708,21,47.52,108.9,0.08,0.975,WH-C100000,1.959963984540054,2,5.68,269.91,5.4
SKU-100009,East,Electronics,16.36459,1.642979347060617,1.323067892165411,8.368802907164339,21,47.52,108.9,0.08,0.975,WH-E100000,1.959963984540054,4,6.44,306.03,6.12
SKU-100009,North,Electronics,18.27353,1.8655686970900585,1.670870644705636,8.860677638942319,21,47.52,108.9,0.08,0.975,WH-N100000,1.959963984540054,4,7.31,347.37,6.95
SKU-100009,South,Electronics,14.859256,1.721526443550638,1.4102481206258135,9.22592225572675,21,47.52,108.9,0.08,0.975,WH-S100000,1.959963984540054,6,8.26,392.52,7.85
SKU-100009,West,Electronics,17.64324,1.6374468874762402,1.2480637686593192,7.102801916210755,21,47.52,108.9,0.08,0.975,WH-W100000,1.959963984540054,6,9.04,429.58,7.47
SKU-100010,Central,Pet,17.700752,1.9821312559334208,1.8637772514706563,9.784830545758872,21,68.29,97.95,0.38,0.978,WH-C100000,2.014090812018139,2,5.65,385.84,36.65
SKU-100010,East,Pet,20.759464,3.8741914284210313,3.287830352783203,15.691917557165477,21,68.29,97.95,0.38,0.978,WH-E100000,2.014090812018139,4,15.61,1066.01,101.27
SKU-100010,North,Pet,23.142862,2.55997482984796,2.088224320184617,9.079236155918135,21,68.29,97.95,0.38,0.978,WH-N100000,2.014090812018139,4,10.31,704.07,66.89
SKU-100010,South,Pet,17.42642,3.1658419116201824,2.3253271466209773,12.850492092246212,21,68.29,97.95,0.38,0.978,WH-S100000,2.014090812018139,6,15.62,1066.69,101.34
SKU-100010,West,Pet,21.044622,2.201099200567214,1.7581117720831008,8.27810473788432,21,68.29,97.95,0.38,0.978,WH-W100000,2.014090812018139,6,12.49,852.94,70.45
SKU-100011,Central,Kitchen,45.48637,6.7160927641847525,5.586536407470703,12.93464877922142,21,38.64,161.51,0.29,0.933,WH-C100000,1.4985130678799763,2,14.23,549.85,39.86
SKU-100011,East,Kitchen,47.989513,5.932646618896784,4.606733231317429,9.401496381307195,21,38.64,161.51,0.29,0.933,WH-E100000,1.4985130678799763,4,17.78,687.02,49.81
SKU-100011,North,Kitchen,50.68581,6.350729804921651,4.77923093523298,9.284352409532753,21,38.64,161.51,0.29,0.933,WH-N100000,1.4985130678799763,4,19.03,735.32,53.31
SKU-100011,South,Kitchen,41.248104,5.974397336123422,4.875804991949172,11.648680854885756,21,38.64,161.51,0.29,0.933,WH-S100000,1.4985130678799763,6,21.93,847.38,61.43
SKU-100011,West,Kitchen,48.660942,7.018378814343012,5.919125511532738,11.445822801816693,21,38.64,161.51,0.29,0.933,WH-W100000,1.4985130678799763,6,29.62,1144.52,72.16
SKU-100012,Central,Kitchen,21.861454,3.3851280256071816,2.894735336303711,12.851890472274636,21,30.059999999999995,129.52,0.22,0.931,WH-C100000,1.4832801273356213,2,7.1,213.43,11.74
SKU-100012,East,Kitchen,23.868917,2.951978422814188,2.4193907238188244,9.865476718745738,21,30.059999999999995,129.52,0.22,0.931,WH-E100000,1.4832801273356213,4,8.76,263.33,14.48
SKU-100012,North,Kitchen,27.498884,3.341671397831682,2.547955740065801,9.354382945426226,21,30.059999999999995,129.52,0.22,0.931,WH-N100000,1.4832801273356213,4,9.91,297.89,16.38
SKU-100012,South,Kitchen,20.894522,3.38114586675033,2.6386821383521677,11.891056821134107,21,30.059999999999995,129.52,0.22,0.931,WH-S100000,1.4832801273356213,6,12.28,369.14,20.3
SKU-100012,West,Kitchen,25.948437,4.097657241271285,3.505004701160249,13.630573812603611,21,30.059999999999995,129.52,0.22,0.931,WH-W100000,1.4832801273356213,6,17.12,514.63,24.62
SKU-100013,Central,Toys,25.779898,3.255047281960779,2.585354668753488,10.3611541870633,21,119.1,158.8,0.61,0.973,WH-C100000,1.9268365732639106,2,8.87,1056.42,161.1
SKU-100013,East,Toys,29.233408,4.1810281101443865,4.142608642578125,15.674735376106897,21,119.1,158.8,0.61,0.973,WH-E100000,1.9268365732639106,4,16.11,1918.7,292.6
SKU-100013,North,Toys,30.138906,3.704681606261842,2.877761477515811,9.988924120321125,21,119.1,158.8,0.61,0.973,WH-N100000,1.9268365732639106,4,14.28,1700.75,259.36
SKU-100013,South,Toys,28.963455,4.683409400747572,4.295534315563383,16.16598933067584,21,119.1,158.8,0.61,0.973,WH-S100000,1.9268365732639106,6,22.1,2632.11,401.4
SKU-100013,West,Toys,30.166264,3.236512951809333,3.024902888706752,10.78488294651833,21,119.1,158.8,0.61,0.973,WH-W100000,1.9268365732639106,6,17.57,2092.59,277.53
SKU-100014,Central,Pet,31.860107,4.279812566177431,3.964514686947777,11.57925011267188,21,39.01,44.01,0.77,0.983,WH-C100000,2.1200716897421508,2,12.83,500.5,96.35
SKU-100014,East,Pet,34.70457,5.768250062129096,4.892285210745675,13.808869527899258,21,39.01,44.01,0.77,0.983,WH-E100000,2.1200716897421508,4,24.46,954.18,183.68
SKU-100014,North,Pet,34.145706,4.111741934546879,4.370289121355329,11.500760831259935,21,39.01,44.01,0.77,0.983,WH-N100000,2.1200716897421508,4,17.43,679.94,130.89
SKU-100014,South,Pet,32.20704,5.668833726859226,4.575212660289946,13.884315856538398,21,39.01,44.01,0.77,0.983,WH-S100000,2.1200716897421508,6,29.44,1148.45,221.08
SKU-100014,West,Pet,36.097847,4.825481940141537,4.038394564674015,10.985270174650466,21,39.01,44.01,0.77,0.983,WH-W100000,2.1200716897421508,6,28.82,1124.27,188.19
SKU-100015,Central,Electronics,28.26649,4.236758161762528,3.159142630440848,11.149915147522464,21,54.03,86.74,0.58,0.976,WH-C100000,1.9773684281819461,2,11.85,640.26,92.84
SKU-100015,East,Electronics,30.829145,4.031174045477194,3.769669396536691,11.745260713622834,21,54.03,86.74,0.58,0.976,WH-E100000,1.9773684281819461,4,15.94,861.24,124.88
SKU-100015,North,Electronics,31.92623,3.3165290941444048,3.068357467651367,9.152770842208948,21,54.03,86.74,0.58,0.976,WH-N100000,1.9773684281819461,4,13.12,708.87,102.79
SKU-100015,South,Electronics,28.16326,4.136181844202938,3.144001007080078,11.115155056823248,21,54.03,86.74,0.58,0.976,WH-S100000,1.9773684281819461,6,20.03,1082.22,156.92
SKU-100015,West,Electronics,32.75335,3.9541298307312376,3.051441374279204,8.962275352481193,21,54.03,86.74,0.58,0.976,WH-W100000,1.9773684281819461,6,22.02,1189.74,150.03
SKU-100016,Central,Pet,30.885494,4.629992371899935,3.4643346695672896,11.3319358173822,21,119.39000000000001,197.26,0.68,0.987,WH-C100000,2.2262117693171746,2,14.58,1740.71,295.92
SKU-100016,East,Pet,28.05779,5.316593809108032,4.153001331147694,14.297217673955636,21,119.39000000000001,197.26,0.68,0.987,WH-E100000,2.2262117693171746,4,23.67,2825.96,480.41
SKU-100016,North,Pet,32.993366,4.787082502997923,3.526995613461449,10.461427652270643,21,119.39000000000001,197.26,0.68,0.987,WH-N100000,2.2262117693171746,4,21.31,2544.2,432.51
SKU-100016,South,Pet,25.30937,4.568591975021787,3.200495402018229,12.63353445790366,21,119.39000000000001,197.26,0.68,0.987,WH-S100000,2.2262117693171746,6,24.91,2974.0,505.58
SKU-100016,West,Pet,35.91628,3.807167063725717,3.1876441410609653,9.2204582465669,21,119.39000000000001,197.26,0.68,0.987,WH-W100000,2.2262117693171746,6,23.87,2849.84,421.35
SKU-100017,Central,Home,41.757954,6.652604130870219,5.4118007478259855,13.108167886189625,21,85.74,189.02,1.49,0.954,WH-C100000,1.6849407678719144,2,15.85,1358.98,506.22
SKU-100017,East,Home,43.648083,7.576258820800052,5.974292573474703,13.771695269511724,21,85.74,189.02,1.49,0.954,WH-E100000,1.6849407678719144,4,25.53,2188.94,815.38
SKU-100017,North,Home,53.883343,5.6132322746788565,4.234376089913504,7.725621008768668,21,85.74,189.02,1.49,0.954,WH-N100000,1.6849407678719144,4,18.92,1622.2,604.27
SKU-100017,South,Home,38.870148,6.808186654499777,5.475504466465542,14.500074861384062,21,85.74,189.02,1.49,0.954,WH-S100000,1.6849407678719144,6,28.1,2409.29,897.46
SKU-100017,West,Home,42.664703,4.803455891820712,3.9441435677664622,8.944602033871456,21,85.74,189.02,1.49,0.954,WH-W100000,1.6849407678719144,6,22.8,1954.87,633.33
SKU-100018,Central,Electronics,37.25811,5.035724244884157,3.731861477806455,10.151436649277356,21,50.98,190.65,0.55,0.959,WH-C100000,1.7391976652852517,2,12.39,631.64,86.85
SKU-100018,East,Electronics,41.12922,4.445412530536682,3.2737694694882347,8.069150091380449,21,50.98,190.65,0.55,0.959,WH-E100000,1.7391976652852517,4,15.46,788.15,108.37
SKU-100018,North,Electronics,43.533253,5.581748857336227,4.120908101399739,9.34547192612741,21,50.98,190.65,0.55,0.959,WH-N100000,1.7391976652852517,4,19.42,990.03,136.13
SKU-100018,South,Electronics,35.679806,3.1687340134813318,2.7079099927629744,7.612598363038351,21,50.98,190.65,0.55,0.959,WH-S100000,1.7391976652852517,6,13.5,688.23,94.63
SKU-100018,West,Electronics,43.065105,4.94096700579026,3.753724597749256,8.67197100836245,21,50.98,190.65,0.55,0.959,WH-W100000,1.7391976652852517,6,24.21,1234.23,147.56
SKU-100019,Central,Toys,21.833376,3.872620309324507,3.0208821523757208,14.385153073931656,21,14.98,175.66,1.79,0.972,WH-C100000,1.911035647549118,2,10.47,156.84,70.19
SKU-100019,East,Toys,23.882399,3.7530830448785695,3.080257234119234,13.309753453375798,21,14.98,175.66,1.79,0.972,WH-E100000,1.911035647549118,4,14.34,214.81,96.13
SKU-100019,North,Toys,26.633352,3.9516812165830286,3.5126229240780784,14.463741423725928,21,14.98,175.66,1.79,0.972,WH-N100000,1.911035647549118,4,15.1,226.2,101.22
SKU-100019,South,Toys,22.04299,3.1910057797986435,2.8794173286074685,14.062270641891658,21,14.98,175.66,1.79,0.972,WH-S100000,1.911035647549118,6,14.94,223.8,100.15
SKU-100019,West,Toys,23.80959,3.046143851274206,2.8266349065871466,12.710777925315266,21,14.98,175.66,1.79,0.972,WH-W100000,1.911035647549118,6,16.4,245.67,95.59
SKU-100020,Central,Toys,39.777912,6.445286309588562,5.570202963692801,14.901179883890068,21,22.32,198.29,0.86,0.968,WH-C100000,1.8521798587690466,2,16.88,376.76,81.0
SKU-100020,East,Toys,39.161213,4.859162928596356,3.777571178617932,10.041644892475963,21,22.32,198.29,0.86,0.968,WH-E100000,1.8521798587690466,4,18.0,401.76,86.38
SKU-100020,North,Toys,44.267143,6.298178916264478,5.414766220819383,12.96580279447537,21,22.32,198.29,0.86,0.968,WH-N100000,1.8521798587690466,4,23.33,520.73,111.96
SKU-100020,South,Toys,33.309593,7.528387511592927,6.479366302490234,20.55388098893597,21,22.32,198.29,0.86,0.968,WH-S100000,1.8521798587690466,6,34.16,762.45,163.93
SKU-100020,West,Toys,45.646004,6.823809550383914,6.5539992196219305,15.893069682809452,21,22.32,198.29,0.86,0.968,WH-W100000,1.8521798587690466,6,35.6,794.59,148.57
SKU-100021,Central,Beauty,37.482735,6.311480981709333,4.790021260579427,12.73296789175168,21,61.85,78.7,0.76,0.931,WH-C100000,1.4832801273356213,2,15.89,982.8,155.59
SKU-100021,East,Beauty,41.95756,5.875402856877403,4.991572425478981,11.9660982665979,21,61.85,78.7,0.76,0.931,WH-E100000,1.4832801273356213,4,20.92,1293.9,204.83
SKU-100021,North,Beauty,43.433167,5.6768074885933135,4.236550649007161,9.852443358873307,21,61.85,78.7,0.76,0.931,WH-N100000,1.4832801273356213,4,20.21,1249.99,197.9
SKU-100021,South,Beauty,36.271294,6.150105376543604,5.172327677408855,14.858944059780644,21,61.85,78.7,0.76,0.931,WH-S100000,1.4832801273356213,6,26.82,1658.82,262.65
SKU-100021,West,Beauty,45.041706,5.188651405982565,4.058741433279855,8.943711438556122,21,61.85,78.7,0.76,0.931,WH-W100000,1.4832801273356213,6,26.01,1608.72,221.52
SKU-100022,Central,Electronics,27.63415,2.9520537715630595,2.398464021228609,8.8364463784976,21,112.48,134.55,0.33,0.966,WH-C100000,1.825006821146403,2,7.62,857.1,70.71
SKU-100022,East,Electronics,29.283413,4.084658928268611,3.379973820277623,11.09053908045698,21,112.48,134.55,0.33,0.966,WH-E100000,1.825006821146403,4,14.91,1677.08,138.36
SKU-100022,North,Electronics,29.771118,3.196493678835667,3.0663902646019343,9.639849619796726,21,112.48,134.55,0.33,0.966,WH-N100000,1.825006821146403,4,11.67,1312.64,108.29
SKU-100022,South,Electronics,27.58354,3.5265223452844423,2.8005560012090776,9.81830983759725,21,112.48,134.55,0.33,0.966,WH-S100000,1.825006821146403,6,15.76,1772.68,146.25
SKU-100022,West,Electronics,29.649918,2.849246238685183,2.3660980406261625,7.6679103050108495,21,112.48,134.55,0.33,0.966,WH-W100000,1.825006821146403,6,14.65,1647.83,118.22
SKU-100023,Central,Home,23.082062,3.630494532169507,2.9720311846051897,13.567968421962892,21,118.88,33.69,0.21,0.975,WH-C100000,1.959963984540054,2,10.06,1195.93,62.79
SKU-100023,East,Home,23.182577,3.0224237359398183,2.630415780203683,11.982371207039836,21,118.88,33.69,0.21,0.975,WH-E100000,1.959963984540054,4,11.85,1408.73,73.96
SKU-100023,North,Home,25.808926,3.954182707054871,2.874535333542597,11.32556133042006,21,118.88,33.69,0.21,0.975,WH-N100000,1.959963984540054,4,15.5,1842.64,96.74
SKU-100023,South,Home,21.41383,2.9855406175075365,2.182010923113142,10.414143018462395,21,118.88,33.69,0.21,0.975,WH-S100000,1.959963984540054,6,14.33,1703.55,89.44
SKU-100023,West,Home,25.782192,3.320723958404777,2.7792689005533853,11.354989649430197,21,118.88,33.69,0.21,0.975,WH-W100000,1.959963984540054,6,18.33,2179.07,99.48
SKU-100024,Central,Electronics,46.399006,5.15044103246995,4.0083262125651045,8.686775064705825,21,82.88,157.93,0.66,0.952,WH-C100000,1.6645628612027212,2,12.12,1004.51,165.74
SKU-100024,East,Electronics,49.565063,7.159916708321496,5.570471445719401,11.491149336463256,21,82.88,157.93,0.66,0.952,WH-E100000,1.6645628612027212,4,23.84,1975.86,326.02
SKU-100024,North,Electronics,58.37561,5.555557671154214,3.687732514880953,6.384367910029375,21,82.88,157.93,0.66,0.952,WH-N100000,1.6645628612027212,4,18.5,1533.28,252.99
SKU-100024,South,Electronics,42.138165,5.024589415827884,4.075186956496466,9.456234916228004,21,82.88,157.93,0.66,0.952,WH-S100000,1.6645628612027212,6,20.49,1698.21,280.2
SKU-100024,West,Electronics,57.877987,6.873501143214636,5.879061925978887,10.366104142896356,21,82.88,157.93,0.66,0.952,WH-W100000,1.6645628612027212,6,32.23,2671.22,383.32
